,Date,Store,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
553166,2014-05-12,,1.0,5215.0,646.0,1.0,0.0,0,0.0,,,,,,,,,
553167,2014-05-12,,1.0,4095.0,570.0,1.0,0.0,0,0.0,,,,,,,,,
553176,2014-05-12,,1.0,3664.0,489.0,1.0,0.0,0,0.0,,,,,,,,,
553196,2014-05-12,,1.0,5653.0,469.0,1.0,0.0,0,0.0,,,,,,,,,
553264,2014-05-12,,1.0,8277.0,641.0,1.0,0.0,0,0.0,,,,,,,,,
553275,2014-05-12,,1.0,6815.0,595.0,1.0,0.0,0,0.0,,,,,,,,,
553278,2014-05-12,,1.0,4910.0,617.0,1.0,0.0,0,0.0,,,,,,,,,
553344,2014-05-12,,1.0,5286.0,468.0,1.0,0.0,0,0.0,,,,,,,,,
553356,2014-05-12,,1.0,5025.0,688.0,1.0,0.0,0,0.0,,,,,,,,,
553518,2014-05-12,,1.0,2218.0,201.0,1.0,0.0,,0.0,,,,,,,,,
553523,2014-05-12,,1.0,11109.0,2469.0,1.0,0.0,0,0.0,,,,,,,,,
553524,2014-05-12,,1.0,4508.0,582.0,1.0,0.0,0,0.0,,,,,,,,,
553564,2014-05-12,,1.0,,838.0,1.0,0.0,0,0.0,,,,,,,,,
553590,2014-05-12,,1.0,3068.0,321.0,1.0,0.0,0,,,,,,,,,,
553599,2014-05-12,,1.0,7076.0,812.0,1.0,0.0,0,0.0,,,,,,,,,
553615,2014-05-12,,1.0,6036.0,604.0,1.0,0.0,0,0.0,,,,,,,,,
553723,2014-05-12,,1.0,2734.0,309.0,1.0,0.0,0,0.0,,,,,,,,,
553728,2014-05-12,,1.0,4636.0,475.0,1.0,0.0,0,0.0,,,,,,,,,
553780,2014-05-12,,1.0,4254.0,540.0,1.0,0.0,0,0.0,,,,,,,,,
553789,2014-05-12,,1.0,5686.0,786.0,1.0,0.0,0,0.0,,,,,,,,,
553807,2014-05-12,,1.0,4532.0,445.0,1.0,0.0,0,0.0,,,,,,,,,
553809,2014-05-12,,1.0,5382.0,705.0,1.0,,0,0.0,,,,,,,,,
553836,2014-05-12,,1.0,4339.0,445.0,1.0,0.0,0,0.0,,,,,,,,,
553837,2014-05-12,,1.0,5006.0,671.0,1.0,0.0,0,0.0,,,,,,,,,
553890,2014-05-12,,1.0,5082.0,683.0,1.0,0.0,0,0.0,,,,,,,,,
553896,2014-05-12,,1.0,5615.0,812.0,1.0,0.0,0,0.0,,,,,,,,,
553937,2014-05-12,,1.0,5609.0,542.0,1.0,,0,0.0,,,,,,,,,
553945,2014-05-12,,1.0,5252.0,689.0,1.0,0.0,0,0.0,,,,,,,,,
553988,2014-05-12,,1.0,3724.0,430.0,1.0,0.0,0,0.0,,,,,,,,,
554021,2014-05-12,,1.0,6111.0,633.0,1.0,0.0,0,0.0,,,,,,,,,
554033,2014-05-12,,1.0,6641.0,753.0,1.0,0.0,0,0.0,,,,,,,,,
554086,2014-05-12,,1.0,4497.0,475.0,1.0,0.0,,0.0,,,,,,,,,
554097,2014-05-12,,1.0,,625.0,1.0,0.0,0,0.0,,,,,,,,,
554148,2014-05-12,,1.0,2719.0,375.0,1.0,0.0,0,0.0,,,,,,,,,
554158,2014-05-13,,2.0,5265.0,439.0,1.0,0.0,0,0.0,,,,,,,,,
554180,2014-05-13,,2.0,6378.0,579.0,1.0,0.0,0,0.0,,,,,,,,,
554187,2014-05-13,,2.0,7733.0,1028.0,1.0,0.0,0,0.0,,,,,,,,,
554214,2014-05-13,,2.0,6252.0,566.0,1.0,0.0,0,0.0,,,,,,,,,
554224,2014-05-13,,2.0,,641.0,1.0,0.0,0,0.0,,,,,,,,,
554257,2014-05-13,,2.0,3548.0,414.0,1.0,0.0,0,0.0,,,,,,,,,
554263,2014-05-13,,2.0,4232.0,639.0,1.0,0.0,0,0.0,,,,,,,,,
554266,2014-05-13,,2.0,,575.0,1.0,0.0,0,0.0,,,,,,,,,
554281,2014-05-13,,2.0,3925.0,471.0,1.0,0.0,0,0.0,,,,,,,,,
554365,2014-05-13,,2.0,4529.0,587.0,1.0,0.0,0,0.0,,,,,,,,,
554385,2014-05-13,,2.0,5232.0,653.0,1.0,0.0,0,0.0,,,,,,,,,
554387,2014-05-13,,2.0,2587.0,394.0,1.0,0.0,0,0.0,,,,,,,,,
554403,2014-05-13,,2.0,,1294.0,1.0,0.0,0,0.0,,,,,,,,,
554421,2014-05-13,,2.0,3660.0,453.0,1.0,0.0,0,0.0,,,,,,,,,
554463,2014-05-13,,2.0,11031.0,1315.0,1.0,0.0,0,0.0,,,,,,,,,
554524,2014-05-13,,2.0,3710.0,495.0,1.0,0.0,0,0.0,,,,,,,,,
554526,2014-05-13,,2.0,4166.0,542.0,1.0,0.0,0,0.0,,,,,,,,,
554559,2014-05-13,,2.0,3863.0,616.0,1.0,0.0,0,0.0,,,,,,,,,
554657,2014-05-13,,2.0,4981.0,533.0,1.0,0.0,0,0.0,,,,,,,,,
554720,2014-05-13,,2.0,3231.0,431.0,1.0,0.0,0,0.0,,,,,,,,,
554787,2014-05-13,,2.0,4295.0,651.0,1.0,0.0,0,0.0,,,,,,,,,
554813,2014-05-13,,2.0,7198.0,859.0,1.0,0.0,0,0.0,,,,,,,,,
554886,2014-05-13,,2.0,5839.0,790.0,1.0,0.0,0,0.0,,,,,,,,,
554928,2014-05-13,,2.0,3356.0,325.0,1.0,0.0,0,,,,,,,,,,
554987,2014-05-13,,2.0,3804.0,508.0,1.0,0.0,0,0.0,,,,,,,,,
555098,2014-05-13,,2.0,6006.0,721.0,1.0,0.0,0,0.0,,,,,,,,,
555109,2014-05-13,,2.0,4263.0,310.0,1.0,0.0,0,0.0,,,,,,,,,
555127,2014-05-13,,,2765.0,330.0,1.0,0.0,0,0.0,,,,,,,,,
555209,2014-05-13,,2.0,8360.0,1494.0,1.0,,0,0.0,,,,,,,,,
555303,2014-05-14,,3.0,4570.0,480.0,1.0,0.0,0,0.0,,,,,,,,,
555330,2014-05-14,,3.0,3043.0,442.0,1.0,,0,0.0,,,,,,,,,
555405,2014-05-14,,3.0,5650.0,689.0,1.0,0.0,0,0.0,,,,,,,,,
555411,2014-05-14,,3.0,4123.0,405.0,1.0,0.0,0,0.0,,,,,,,,,
555454,2014-05-14,,3.0,7961.0,871.0,1.0,0.0,0,0.0,,,,,,,,,
555510,2014-05-14,,3.0,3008.0,342.0,1.0,0.0,0,0.0,,,,,,,,,
555641,2014-05-14,,3.0,3676.0,484.0,1.0,,0,0.0,,,,,,,,,
555657,2014-05-14,,3.0,5734.0,682.0,1.0,0.0,0,0.0,,,,,,,,,
555663,2014-05-14,,3.0,5646.0,406.0,1.0,0.0,0,0.0,,,,,,,,,
555674,2014-05-14,,3.0,3871.0,599.0,1.0,0.0,0,0.0,,,,,,,,,
555681,2014-05-14,,3.0,6118.0,911.0,1.0,0.0,0,0.0,,,,,,,,,
555709,2014-05-14,,3.0,4227.0,383.0,1.0,0.0,0,0.0,,,,,,,,,
555712,2014-05-14,,,4061.0,601.0,,0.0,0,0.0,,,,,,,,,
555717,2014-05-14,,3.0,5582.0,656.0,1.0,0.0,0,0.0,,,,,,,,,
555740,2014-05-14,,3.0,5890.0,809.0,1.0,0.0,0,0.0,,,,,,,,,
555819,2014-05-14,,3.0,5223.0,407.0,1.0,0.0,0,0.0,,,,,,,,,
555837,2014-05-14,,3.0,4850.0,861.0,1.0,0.0,0,0.0,,,,,,,,,
555855,2014-05-14,,3.0,4669.0,648.0,1.0,0.0,0,0.0,,,,,,,,,
555876,2014-05-14,,3.0,4906.0,475.0,1.0,0.0,0,0.0,,,,,,,,,
556001,2014-05-14,,3.0,5296.0,682.0,1.0,0.0,0,0.0,,,,,,,,,
556007,2014-05-14,,3.0,3634.0,483.0,,0.0,0,0.0,,,,,,,,,
556036,2014-05-14,,3.0,6822.0,585.0,1.0,0.0,0,0.0,,,,,,,,,
556147,2014-05-14,,3.0,4149.0,690.0,1.0,0.0,0,0.0,,,,,,,,,
556180,2014-05-14,,3.0,9035.0,587.0,1.0,0.0,,0.0,,,,,,,,,
556209,2014-05-14,,3.0,4326.0,488.0,,0.0,0,0.0,,,,,,,,,
556246,2014-05-14,,3.0,6981.0,884.0,1.0,0.0,0,0.0,,,,,,,,,
556255,2014-05-14,,3.0,5224.0,573.0,1.0,0.0,0,0.0,,,,,,,,,
556287,2014-05-14,,,5212.0,536.0,1.0,0.0,0,0.0,,,,,,,,,
556293,2014-05-14,,3.0,6165.0,981.0,1.0,0.0,0,0.0,,,,,,,,,
556299,2014-05-14,,3.0,3913.0,419.0,1.0,0.0,0,0.0,,,,,,,,,
556328,2014-05-14,,3.0,4256.0,378.0,1.0,0.0,0,0.0,,,,,,,,,
556351,2014-05-14,,3.0,4362.0,479.0,1.0,0.0,0,0.0,,,,,,,,,
556353,2014-05-14,,3.0,2897.0,383.0,1.0,0.0,0,0.0,,,,,,,,,
556366,2014-05-14,,,3714.0,319.0,1.0,0.0,0,0.0,,,,,,,,,
556449,2014-05-15,,4.0,6984.0,761.0,1.0,0.0,0,0.0,,,,,,,,,
556478,2014-05-15,,4.0,5195.0,486.0,1.0,0.0,0,0.0,,,,,,,,,
556516,2014-05-15,,4.0,4164.0,530.0,1.0,0.0,0,0.0,,,,,,,,,
556522,2014-05-15,,4.0,4251.0,759.0,1.0,0.0,,0.0,,,,,,,,,
556545,2014-05-15,,,5797.0,721.0,1.0,0.0,0,0.0,,,,,,,,,
556635,2014-05-15,,4.0,5606.0,609.0,1.0,0.0,0,0.0,,,,,,,,,
556638,2014-05-15,,4.0,4731.0,,1.0,,0,0.0,,,,,,,,,
556647,2014-05-15,,4.0,3664.0,346.0,1.0,0.0,0,0.0,,,,,,,,,
556663,2014-05-15,,4.0,5591.0,661.0,1.0,0.0,0,0.0,,,,,,,,,
556666,2014-05-15,,4.0,3995.0,371.0,1.0,0.0,0,0.0,,,,,,,,,
556696,2014-05-15,,4.0,3444.0,348.0,1.0,0.0,0,0.0,,,,,,,,,
556710,2014-05-15,,4.0,3458.0,453.0,1.0,0.0,0,,,,,,,,,,
556753,2014-05-15,,4.0,7145.0,1045.0,1.0,0.0,0,0.0,,,,,,,,,
556787,2014-05-15,,4.0,4208.0,428.0,1.0,0.0,0,0.0,,,,,,,,,
556793,2014-05-15,,4.0,4289.0,584.0,1.0,0.0,0,0.0,,,,,,,,,
556821,2014-05-15,,4.0,3582.0,420.0,,0.0,0,0.0,,,,,,,,,
556829,2014-05-15,,4.0,4154.0,566.0,1.0,0.0,0,0.0,,,,,,,,,
556843,2014-05-15,,4.0,6178.0,769.0,1.0,0.0,,0.0,,,,,,,,,
556910,2014-05-15,,4.0,4878.0,498.0,1.0,0.0,0,0.0,,,,,,,,,
556948,2014-05-15,,4.0,5751.0,666.0,1.0,0.0,0,0.0,,,,,,,,,
557002,2014-05-15,,4.0,5126.0,443.0,1.0,0.0,0,0.0,,,,,,,,,
557051,2014-05-15,,4.0,5159.0,568.0,1.0,0.0,0,0.0,,,,,,,,,
557055,2014-05-15,,4.0,2266.0,274.0,1.0,0.0,0,0.0,,,,,,,,,
557075,2014-05-15,,4.0,4973.0,568.0,1.0,0.0,0,0.0,,,,,,,,,
557113,2014-05-15,,4.0,2876.0,302.0,1.0,0.0,0,0.0,,,,,,,,,
557261,2014-05-15,,4.0,6464.0,528.0,1.0,0.0,0,0.0,,,,,,,,,
557300,2014-05-15,,4.0,5655.0,779.0,1.0,0.0,0,0.0,,,,,,,,,
557375,2014-05-15,,4.0,8034.0,988.0,1.0,0.0,0,0.0,,,,,,,,,
557380,2014-05-15,,4.0,5904.0,663.0,1.0,0.0,0,0.0,,,,,,,,,
557451,2014-05-15,,4.0,3227.0,284.0,1.0,0.0,0,0.0,,,,,,,,,
557483,2014-05-15,,4.0,7601.0,680.0,1.0,0.0,0,0.0,,,,,,,,,
557526,2014-05-16,,5.0,5328.0,480.0,1.0,0.0,0,0.0,,,,,,,,,
557555,2014-05-16,,5.0,9632.0,1236.0,1.0,0.0,0,0.0,,,,,,,,,
557577,2014-05-16,,5.0,4940.0,,1.0,0.0,0,0.0,,,,,,,,,
557583,2014-05-16,,5.0,4303.0,609.0,1.0,0.0,0,0.0,,,,,,,,,
557614,2014-05-16,,5.0,4459.0,508.0,1.0,0.0,0,0.0,,,,,,,,,
557655,2014-05-16,,5.0,5486.0,466.0,1.0,0.0,0,0.0,,,,,,,,,
557658,2014-05-16,,5.0,6191.0,970.0,1.0,0.0,0,0.0,,,,,,,,,
557709,2014-05-16,,5.0,8497.0,1317.0,1.0,0.0,0,0.0,,,,,,,,,
557763,2014-05-16,,5.0,5445.0,582.0,1.0,0.0,0,0.0,,,,,,,,,
557767,2014-05-16,,5.0,3810.0,435.0,1.0,0.0,0,0.0,,,,,,,,,
557771,2014-05-16,,5.0,6867.0,,1.0,0.0,0,0.0,,,,,,,,,
557773,2014-05-16,,5.0,4996.0,653.0,1.0,0.0,0,0.0,,,,,,,,,
557802,2014-05-16,,5.0,7734.0,909.0,,0.0,0,0.0,,,,,,,,,
557952,2014-05-16,,5.0,5047.0,599.0,1.0,0.0,0,0.0,,,,,,,,,
557960,2014-05-16,,5.0,6651.0,859.0,1.0,0.0,0,0.0,,,,,,,,,
558011,2014-05-16,,5.0,6639.0,671.0,1.0,0.0,0,0.0,,,,,,,,,
558022,2014-05-16,,5.0,,756.0,1.0,0.0,0,0.0,,,,,,,,,
558023,2014-05-16,,5.0,5328.0,569.0,1.0,0.0,0,0.0,,,,,,,,,
558048,2014-05-16,,5.0,5117.0,553.0,1.0,0.0,0,0.0,,,,,,,,,
558053,2014-05-16,,5.0,,330.0,1.0,0.0,0,0.0,,,,,,,,,
558062,2014-05-16,,,4688.0,590.0,1.0,0.0,0,0.0,,,,,,,,,
558097,2014-05-16,,5.0,3207.0,426.0,1.0,0.0,0,0.0,,,,,,,,,
558098,2014-05-16,,5.0,2678.0,537.0,1.0,0.0,0,0.0,,,,,,,,,
558108,2014-05-16,,5.0,6506.0,753.0,1.0,0.0,0,0.0,,,,,,,,,
558142,2014-05-16,,5.0,5019.0,,1.0,0.0,0,0.0,,,,,,,,,
558152,2014-05-16,,5.0,5098.0,700.0,1.0,0.0,0,,,,,,,,,,
558247,2014-05-16,,5.0,4271.0,649.0,1.0,0.0,0,0.0,,,,,,,,,
558265,2014-05-16,,5.0,5268.0,473.0,1.0,0.0,0,0.0,,,,,,,,,
558280,2014-05-16,,5.0,3617.0,340.0,1.0,0.0,0,0.0,,,,,,,,,
558305,2014-05-16,,5.0,3331.0,466.0,1.0,0.0,0,0.0,,,,,,,,,
558319,2014-05-16,,5.0,4940.0,458.0,1.0,0.0,0,0.0,,,,,,,,,
558356,2014-05-16,,5.0,5459.0,769.0,1.0,0.0,0,0.0,,,,,,,,,
558358,2014-05-16,,5.0,5524.0,595.0,1.0,0.0,0,0.0,,,,,,,,,
558378,2014-05-16,,5.0,,693.0,1.0,0.0,0,,,,,,,,,,
558384,2014-05-16,,5.0,7622.0,820.0,1.0,0.0,0,0.0,,,,,,,,,
558394,2014-05-16,,5.0,5791.0,685.0,1.0,0.0,0,0.0,,,,,,,,,
558395,2014-05-16,,5.0,4594.0,675.0,1.0,0.0,0,0.0,,,,,,,,,
558401,2014-05-16,,5.0,7516.0,608.0,1.0,0.0,0,0.0,,,,,,,,,
558405,2014-05-16,,5.0,5271.0,675.0,1.0,0.0,,0.0,,,,,,,,,
558412,2014-05-16,,5.0,3816.0,681.0,1.0,0.0,0,0.0,,,,,,,,,
558463,2014-05-16,,5.0,8129.0,835.0,1.0,0.0,0,0.0,,,,,,,,,
558476,2014-05-16,,5.0,13376.0,1780.0,1.0,0.0,0,0.0,,,,,,,,,
558514,2014-05-16,,5.0,4847.0,485.0,1.0,0.0,0,0.0,,,,,,,,,
558555,2014-05-16,,5.0,6382.0,714.0,1.0,0.0,0,0.0,,,,,,,,,
558582,2014-05-16,,5.0,3507.0,518.0,1.0,0.0,0,0.0,,,,,,,,,
558651,2014-05-17,,6.0,4556.0,544.0,1.0,0.0,0,0.0,,,,,,,,,
558673,2014-05-17,,,5419.0,590.0,1.0,0.0,0,0.0,,,,,,,,,
558734,2014-05-17,,6.0,3559.0,387.0,1.0,0.0,0,0.0,,,,,,,,,
558735,2014-05-17,,6.0,8368.0,813.0,1.0,0.0,0,0.0,,,,,,,,,
558749,2014-05-17,,6.0,7114.0,625.0,1.0,0.0,0,0.0,,,,,,,,,
558757,2014-05-17,,6.0,4288.0,559.0,1.0,0.0,0,0.0,,,,,,,,,
558790,2014-05-17,,6.0,8938.0,897.0,1.0,0.0,0,0.0,,,,,,,,,
558797,2014-05-17,,6.0,10853.0,1355.0,1.0,0.0,0,0.0,,,,,,,,,
558819,2014-05-17,,6.0,9128.0,1086.0,1.0,0.0,0,0.0,,,,,,,,,
558941,2014-05-17,,6.0,5552.0,560.0,1.0,0.0,0,0.0,,,,,,,,,
558995,2014-05-17,,6.0,2000.0,269.0,1.0,0.0,0,0.0,,,,,,,,,
558996,2014-05-17,,6.0,7537.0,918.0,1.0,0.0,,0.0,,,,,,,,,
559067,2014-05-17,,,5883.0,646.0,1.0,0.0,0,0.0,,,,,,,,,
559122,2014-05-17,,6.0,4755.0,498.0,1.0,0.0,0,0.0,,,,,,,,,
559161,2014-05-17,,,3419.0,400.0,1.0,0.0,0,0.0,,,,,,,,,
559175,2014-05-17,,6.0,5833.0,762.0,1.0,0.0,0,0.0,,,,,,,,,
559179,2014-05-17,,6.0,4307.0,480.0,1.0,0.0,0,0.0,,,,,,,,,
559196,2014-05-17,,6.0,7986.0,668.0,1.0,0.0,0,0.0,,,,,,,,,
559242,2014-05-17,,6.0,3440.0,603.0,1.0,0.0,0,0.0,,,,,,,,,
559335,2014-05-17,,6.0,10325.0,868.0,1.0,0.0,0,0.0,,,,,,,,,
559336,2014-05-17,,6.0,6217.0,871.0,1.0,0.0,0,0.0,,,,,,,,,
559381,2014-05-17,,6.0,4900.0,555.0,1.0,0.0,0,0.0,,,,,,,,,
559395,2014-05-17,,6.0,4037.0,480.0,1.0,0.0,,0.0,,,,,,,,,
559443,2014-05-17,,6.0,5061.0,530.0,1.0,,0,0.0,,,,,,,,,
559474,2014-05-17,,6.0,2049.0,223.0,1.0,0.0,0,0.0,,,,,,,,,
559495,2014-05-17,,6.0,8124.0,749.0,1.0,0.0,0,0.0,,,,,,,,,
559514,2014-05-17,,6.0,2214.0,253.0,1.0,0.0,0,0.0,,,,,,,,,
559530,2014-05-17,,6.0,2253.0,290.0,1.0,0.0,0,0.0,,,,,,,,,
559555,2014-05-17,,6.0,3659.0,,,0.0,0,0.0,,,,,,,,,
559561,2014-05-17,,6.0,8904.0,808.0,1.0,0.0,0,0.0,,,,,,,,,
559568,2014-05-17,,6.0,5892.0,974.0,1.0,0.0,0,0.0,,,,,,,,,
559590,2014-05-17,,6.0,8586.0,780.0,1.0,0.0,0,0.0,,,,,,,,,
559625,2014-05-17,,6.0,3124.0,370.0,1.0,0.0,0,0.0,,,,,,,,,
559657,2014-05-17,,6.0,13405.0,2056.0,1.0,0.0,0,0.0,,,,,,,,,
559660,2014-05-17,,6.0,8875.0,881.0,1.0,0.0,0,0.0,,,,,,,,,
559663,2014-05-17,,6.0,5551.0,493.0,1.0,0.0,0,0.0,,,,,,,,,
559686,2014-05-17,,6.0,5058.0,610.0,1.0,0.0,,0.0,,,,,,,,,
559836,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
559846,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
559957,2014-05-18,,7.0,15063.0,2513.0,1.0,0.0,0,0.0,,,,,,,,,
559971,2014-05-18,,7.0,3060.0,406.0,1.0,0.0,0,0.0,,,,,,,,,
560041,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560065,2014-05-18,,,,0.0,0.0,0.0,0,,,,,,,,,,
560066,2014-05-18,,,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560106,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560111,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560142,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560151,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560244,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560287,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560289,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560326,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560334,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560537,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560545,2014-05-18,,7.0,,0.0,0.0,0.0,0,0.0,,,,,,,,,
560551,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560572,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560590,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560659,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560691,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560706,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560741,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560765,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560808,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560809,2014-05-18,,7.0,14973.0,3414.0,1.0,0.0,0,0.0,,,,,,,,,
560811,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560812,2014-05-18,,7.0,0.0,,0.0,0.0,0,0.0,,,,,,,,,
560824,2014-05-18,,7.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,
560844,2014-05-19,,1.0,8208.0,639.0,1.0,1.0,0,0.0,,,,,,,,,
560866,2014-05-19,,1.0,10476.0,873.0,1.0,1.0,0,0.0,,,,,,,,,
560867,2014-05-19,,1.0,10311.0,1238.0,1.0,1.0,0,0.0,,,,,,,,,
560929,2014-05-19,,1.0,7377.0,837.0,1.0,1.0,0,0.0,,,,,,,,,
561017,2014-05-19,,1.0,11982.0,1007.0,1.0,1.0,0,,,,,,,,,,
561030,2014-05-19,,1.0,19979.0,2315.0,1.0,1.0,0,0.0,,,,,,,,,
561062,2014-05-19,,1.0,8112.0,796.0,1.0,1.0,0,0.0,,,,,,,,,
561073,2014-05-19,,1.0,12450.0,1903.0,1.0,1.0,0,0.0,,,,,,,,,
561097,2014-05-19,,1.0,9073.0,897.0,1.0,1.0,0,0.0,,,,,,,,,
561129,2014-05-19,,1.0,8712.0,784.0,1.0,1.0,0,0.0,,,,,,,,,
561162,2014-05-19,,1.0,9281.0,970.0,1.0,1.0,0,0.0,,,,,,,,,
561170,2014-05-19,,1.0,14833.0,1875.0,1.0,1.0,0,0.0,,,,,,,,,
561200,2014-05-19,,1.0,12177.0,1770.0,1.0,1.0,0,0.0,,,,,,,,,
561236,2014-05-19,,1.0,8581.0,802.0,1.0,1.0,0,0.0,,,,,,,,,
561260,2014-05-19,,1.0,9631.0,991.0,1.0,1.0,0,0.0,,,,,,,,,
561330,2014-05-19,,1.0,11536.0,1165.0,1.0,1.0,0,0.0,,,,,,,,,
561353,2014-05-19,,1.0,8653.0,753.0,1.0,1.0,0,0.0,,,,,,,,,
561356,2014-05-19,,1.0,7439.0,941.0,1.0,1.0,0,0.0,,,,,,,,,
561374,2014-05-19,,1.0,9300.0,1136.0,1.0,1.0,0,0.0,,,,,,,,,
561398,2014-05-19,,1.0,11962.0,1005.0,1.0,1.0,0,0.0,,,,,,,,,
561401,2014-05-19,,1.0,10974.0,957.0,1.0,1.0,0,0.0,,,,,,,,,
561460,2014-05-19,,1.0,12495.0,1170.0,1.0,1.0,0,0.0,,,,,,,,,
561517,2014-05-19,,1.0,11621.0,1030.0,1.0,1.0,0,0.0,,,,,,,,,
561566,2014-05-19,,1.0,5101.0,441.0,1.0,1.0,0,0.0,,,,,,,,,
561567,2014-05-19,,1.0,9955.0,879.0,1.0,1.0,0,0.0,,,,,,,,,
561661,2014-05-19,,1.0,8284.0,595.0,1.0,,0,0.0,,,,,,,,,
561666,2014-05-19,,1.0,9482.0,1139.0,1.0,1.0,0,0.0,,,,,,,,,
561702,2014-05-19,,1.0,6996.0,553.0,1.0,1.0,0,0.0,,,,,,,,,
561703,2014-05-19,,1.0,10956.0,903.0,1.0,1.0,0,0.0,,,,,,,,,
561724,2014-05-19,,1.0,5247.0,483.0,1.0,1.0,0,0.0,,,,,,,,,
561769,2014-05-19,,1.0,5365.0,673.0,1.0,1.0,0,0.0,,,,,,,,,
561838,2014-05-19,,1.0,12622.0,1110.0,1.0,1.0,0,0.0,,,,,,,,,
561880,2014-05-19,,1.0,4818.0,420.0,1.0,1.0,0,0.0,,,,,,,,,
561916,2014-05-19,,1.0,6046.0,539.0,1.0,1.0,,0.0,,,,,,,,,
561917,2014-05-19,,1.0,7021.0,601.0,1.0,1.0,,0.0,,,,,,,,,
561948,2014-05-19,,1.0,10307.0,800.0,1.0,1.0,0,0.0,,,,,,,,,
561958,2014-05-19,,1.0,11336.0,1049.0,1.0,1.0,0,0.0,,,,,,,,,
561975,2014-05-20,,2.0,7528.0,1039.0,1.0,1.0,0,0.0,,,,,,,,,
561994,2014-05-20,,2.0,7706.0,1030.0,1.0,1.0,0,0.0,,,,,,,,,
562000,2014-05-20,,2.0,3732.0,,,1.0,0,0.0,,,,,,,,,
562039,2014-05-20,,2.0,6171.0,678.0,1.0,1.0,0,0.0,,,,,,,,,
562048,2014-05-20,,2.0,7300.0,741.0,,1.0,0,0.0,,,,,,,,,
562051,2014-05-20,,2.0,7079.0,893.0,1.0,1.0,0,0.0,,,,,,,,,
562124,2014-05-20,,2.0,4885.0,357.0,1.0,1.0,0,0.0,,,,,,,,,
562125,2014-05-20,,2.0,4777.0,509.0,1.0,1.0,0,0.0,,,,,,,,,
562161,2014-05-20,,2.0,6776.0,695.0,1.0,1.0,0,0.0,,,,,,,,,
562215,2014-05-20,,2.0,4329.0,556.0,1.0,1.0,0,0.0,,,,,,,,,
562243,2014-05-20,,2.0,9773.0,1079.0,1.0,1.0,0,0.0,,,,,,,,,
562245,2014-05-20,,2.0,6870.0,671.0,,1.0,0,0.0,,,,,,,,,
562261,2014-05-20,,2.0,,624.0,1.0,1.0,0,0.0,,,,,,,,,
562359,2014-05-20,,2.0,9428.0,1115.0,1.0,1.0,0,,,,,,,,,,
562433,2014-05-20,,2.0,4975.0,480.0,1.0,1.0,0,,,,,,,,,,
562488,2014-05-20,,2.0,8412.0,616.0,1.0,1.0,0,0.0,,,,,,,,,
562520,2014-05-20,,2.0,8138.0,635.0,1.0,1.0,0,0.0,,,,,,,,,
562526,2014-05-20,,2.0,3835.0,492.0,1.0,1.0,0,0.0,,,,,,,,,
562531,2014-05-20,,2.0,6766.0,517.0,1.0,1.0,0,0.0,,,,,,,,,
562550,2014-05-20,,2.0,6601.0,481.0,1.0,1.0,,0.0,,,,,,,,,
562555,2014-05-20,,2.0,0.0,0.0,0.0,,0,0.0,,,,,,,,,
